# time autocorr   
0   2.22518e-05  7.41727e-06  7.41727e-06  7.41727e-06
1   2.08266e-05  6.94219e-06  6.94219e-06  6.94219e-06
2   1.7101e-05  5.70035e-06  5.70035e-06  5.70035e-06
3   1.22578e-05  4.08594e-06  4.08594e-06  4.08594e-06
4   7.48213e-06  2.49404e-06  2.49404e-06  2.49404e-06
5   3.51345e-06  1.17115e-06  1.17115e-06  1.17115e-06
6   5.80382e-07  1.93461e-07  1.93461e-07  1.93461e-07
7   -1.36651e-06  -4.55504e-07  -4.55504e-07  -4.55504e-07
8   -2.44785e-06  -8.1595e-07  -8.1595e-07  -8.1595e-07
9   -2.82722e-06  -9.42407e-07  -9.42407e-07  -9.42407e-07
10   -2.76838e-06  -9.22793e-07  -9.22793e-07  -9.22793e-07
11   -2.61426e-06  -8.71421e-07  -8.71421e-07  -8.71421e-07
12   -2.65234e-06  -8.84112e-07  -8.84112e-07  -8.84112e-07
13   -2.97564e-06  -9.91881e-07  -9.91881e-07  -9.91881e-07
14   -3.45783e-06  -1.15261e-06  -1.15261e-06  -1.15261e-06
15   -3.85572e-06  -1.28524e-06  -1.28524e-06  -1.28524e-06
16   -3.95619e-06  -1.31873e-06  -1.31873e-06  -1.31873e-06
17   -3.67665e-06  -1.22555e-06  -1.22555e-06  -1.22555e-06
18   -3.08194e-06  -1.02731e-06  -1.02731e-06  -1.02731e-06
19   -2.33422e-06  -7.78074e-07  -7.78074e-07  -7.78074e-07
20   -1.61383e-06  -5.37944e-07  -5.37944e-07  -5.37944e-07
21   -1.04716e-06  -3.49054e-07  -3.49054e-07  -3.49054e-07
22   -6.70972e-07  -2.23657e-07  -2.23657e-07  -2.23657e-07
23   -4.40487e-07  -1.46829e-07  -1.46829e-07  -1.46829e-07
24   -2.66175e-07  -8.87249e-08  -8.87249e-08  -8.87249e-08
25   -5.8171e-08  -1.93903e-08  -1.93903e-08  -1.93903e-08
26   2.3746e-07  7.91534e-08  7.91534e-08  7.91534e-08
27   6.17795e-07  2.05932e-07  2.05932e-07  2.05932e-07
28   1.02238e-06  3.40794e-07  3.40794e-07  3.40794e-07
29   1.35637e-06  4.52123e-07  4.52123e-07  4.52123e-07
30   1.53103e-06  5.10344e-07  5.10344e-07  5.10344e-07
31   1.50241e-06  5.00804e-07  5.00804e-07  5.00804e-07
32   1.28878e-06  4.29594e-07  4.29594e-07  4.29594e-07
33   9.59864e-07  3.19955e-07  3.19955e-07  3.19955e-07
34   6.09748e-07  2.03249e-07  2.03249e-07  2.03249e-07
35   3.27089e-07  1.0903e-07  1.0903e-07  1.0903e-07
36   1.72419e-07  5.74729e-08  5.74729e-08  5.74729e-08
37   1.65187e-07  5.50623e-08  5.50623e-08  5.50623e-08
38   2.80517e-07  9.35055e-08  9.35055e-08  9.35055e-08
39   4.56051e-07  1.52017e-07  1.52017e-07  1.52017e-07
40   6.08353e-07  2.02784e-07  2.02784e-07  2.02784e-07
41   6.56032e-07  2.18677e-07  2.18677e-07  2.18677e-07
42   5.4452e-07  1.81507e-07  1.81507e-07  1.81507e-07
43   2.64765e-07  8.82549e-08  8.82549e-08  8.82549e-08
44   -1.40106e-07  -4.67021e-08  -4.67021e-08  -4.67021e-08
45   -5.84563e-07  -1.94854e-07  -1.94854e-07  -1.94854e-07
46   -9.64531e-07  -3.2151e-07  -3.2151e-07  -3.2151e-07
47   -1.18579e-06  -3.95265e-07  -3.95265e-07  -3.95265e-07
48   -1.18773e-06  -3.95911e-07  -3.95911e-07  -3.95911e-07
49   -9.56625e-07  -3.18875e-07  -3.18875e-07  -3.18875e-07
50   -5.27732e-07  -1.75911e-07  -1.75911e-07  -1.75911e-07
51   2.41976e-08  8.06588e-09  8.06588e-09  8.06588e-09
52   6.03999e-07  2.01333e-07  2.01333e-07  2.01333e-07
53   1.1202e-06  3.734e-07  3.734e-07  3.734e-07
54   1.50678e-06  5.02261e-07  5.02261e-07  5.02261e-07
55   1.73718e-06  5.7906e-07  5.7906e-07  5.7906e-07
56   1.82745e-06  6.0915e-07  6.0915e-07  6.0915e-07
57   1.82769e-06  6.09229e-07  6.09229e-07  6.09229e-07
58   1.80129e-06  6.0043e-07  6.0043e-07  6.0043e-07
59   1.79818e-06  5.99393e-07  5.99393e-07  5.99393e-07
60   1.83196e-06  6.10653e-07  6.10653e-07  6.10653e-07
61   1.87282e-06  6.24272e-07  6.24272e-07  6.24272e-07
62   1.85969e-06  6.19898e-07  6.19898e-07  6.19898e-07
63   1.72768e-06  5.75895e-07  5.75895e-07  5.75895e-07
64   1.43665e-06  4.78883e-07  4.78883e-07  4.78883e-07
65   9.89031e-07  3.29677e-07  3.29677e-07  3.29677e-07
66   4.31158e-07  1.43719e-07  1.43719e-07  1.43719e-07
67   -1.6117e-07  -5.37233e-08  -5.37233e-08  -5.37233e-08
68   -7.05285e-07  -2.35095e-07  -2.35095e-07  -2.35095e-07
69   -1.13465e-06  -3.78217e-07  -3.78217e-07  -3.78217e-07
70   -1.41535e-06  -4.71783e-07  -4.71783e-07  -4.71783e-07
71   -1.5504e-06  -5.16801e-07  -5.16801e-07  -5.16801e-07
72   -1.57229e-06  -5.24095e-07  -5.24095e-07  -5.24095e-07
73   -1.52706e-06  -5.09019e-07  -5.09019e-07  -5.09019e-07
74   -1.45605e-06  -4.85351e-07  -4.85351e-07  -4.85351e-07
75   -1.38109e-06  -4.60364e-07  -4.60364e-07  -4.60364e-07
76   -1.29936e-06  -4.33119e-07  -4.33119e-07  -4.33119e-07
77   -1.18902e-06  -3.96339e-07  -3.96339e-07  -3.96339e-07
78   -1.02342e-06  -3.41138e-07  -3.41138e-07  -3.41138e-07
79   -7.8742e-07  -2.62473e-07  -2.62473e-07  -2.62473e-07
80   -4.89063e-07  -1.63021e-07  -1.63021e-07  -1.63021e-07
81   -1.61691e-07  -5.3897e-08  -5.3897e-08  -5.3897e-08
82   1.44317e-07  4.81058e-08  4.81058e-08  4.81058e-08
83   3.77288e-07  1.25763e-07  1.25763e-07  1.25763e-07
84   5.0082e-07  1.6694e-07  1.6694e-07  1.6694e-07
85   5.05392e-07  1.68464e-07  1.68464e-07  1.68464e-07
86   4.11616e-07  1.37205e-07  1.37205e-07  1.37205e-07
87   2.63857e-07  8.79522e-08  8.79522e-08  8.79522e-08
88   1.16621e-07  3.88737e-08  3.88737e-08  3.88737e-08
89   1.94864e-08  6.49546e-09  6.49546e-09  6.49546e-09
90   4.49307e-09  1.49769e-09  1.49769e-09  1.49769e-09
91   7.85259e-08  2.61753e-08  2.61753e-08  2.61753e-08
92   2.22546e-07  7.41822e-08  7.41822e-08  7.41822e-08
93   3.96969e-07  1.32323e-07  1.32323e-07  1.32323e-07
94   5.52707e-07  1.84236e-07  1.84236e-07  1.84236e-07
95   6.45963e-07  2.15321e-07  2.15321e-07  2.15321e-07
96   6.51187e-07  2.17062e-07  2.17062e-07  2.17062e-07
97   5.66836e-07  1.88945e-07  1.88945e-07  1.88945e-07
98   4.11805e-07  1.37268e-07  1.37268e-07  1.37268e-07
99   2.16142e-07  7.20474e-08  7.20474e-08  7.20474e-08
100   1.05856e-08  3.52853e-09  3.52853e-09  3.52853e-09
101   -1.81328e-07  -6.04428e-08  -6.04428e-08  -6.04428e-08
102   -3.47454e-07  -1.15818e-07  -1.15818e-07  -1.15818e-07
103   -4.86822e-07  -1.62274e-07  -1.62274e-07  -1.62274e-07
104   -6.04284e-07  -2.01428e-07  -2.01428e-07  -2.01428e-07
105   -7.0185e-07  -2.3395e-07  -2.3395e-07  -2.3395e-07
106   -7.70765e-07  -2.56922e-07  -2.56922e-07  -2.56922e-07
107   -7.88861e-07  -2.62954e-07  -2.62954e-07  -2.62954e-07
108   -7.25517e-07  -2.41839e-07  -2.41839e-07  -2.41839e-07
109   -5.52807e-07  -1.84269e-07  -1.84269e-07  -1.84269e-07
110   -2.60129e-07  -8.67096e-08  -8.67096e-08  -8.67096e-08
111   1.32511e-07  4.41702e-08  4.41702e-08  4.41702e-08
112   5.67922e-07  1.89307e-07  1.89307e-07  1.89307e-07
113   9.57767e-07  3.19256e-07  3.19256e-07  3.19256e-07
114   1.20423e-06  4.01411e-07  4.01411e-07  4.01411e-07
115   1.23086e-06  4.10287e-07  4.10287e-07  4.10287e-07
116   1.01013e-06  3.36709e-07  3.36709e-07  3.36709e-07
117   5.75538e-07  1.91846e-07  1.91846e-07  1.91846e-07
118   1.18103e-08  3.93677e-09  3.93677e-09  3.93677e-09
